,Mkt-RF,SMB,HML,RF,Year,Month,Day,Date
19390412,2.81,1.86,0.73,0,1939,04,12,1939-04-12
19390413,1.11,0.68,-0.59,0,1939,04,13,1939-04-13
19390414,-1.2,-0.7,-0.83,0,1939,04,14,1939-04-14
19390415,3.07,0.34,2.15,0,1939,04,15,1939-04-15
19390417,-1.81,-0.45,-1.32,0,1939,04,17,1939-04-17
19390418,-1.15,0.67,-0.54,0,1939,04,18,1939-04-18
19390419,1.12,-0.04,-0.18,0,1939,04,19,1939-04-19
19390420,1.18,0.24,0.85,0,1939,04,20,1939-04-20
19390421,0.28,0.67,-0.27,0,1939,04,21,1939-04-21
19390422,-0.05,-0.07,-0.3,0,1939,04,22,1939-04-22
19390424,-0.88,0.05,-0.75,0,1939,04,24,1939-04-24
19390425,0.06,-0.1,0.86,0,1939,04,25,1939-04-25
19390426,0.64,-0.35,-0.26,0,1939,04,26,1939-04-26
19390427,0.9,-0.14,0.14,0,1939,04,27,1939-04-27
19390428,-0.78,0.48,-0.19,0,1939,04,28,1939-04-28
19390429,0.02,0.25,0.19,0,1939,04,29,1939-04-29
19390501,-0.37,0.53,-0.08,0,1939,05,01,1939-05-01
19390502,1.12,0.14,0.29,0,1939,05,02,1939-05-02
19390503,2.04,0.31,0.64,0,1939,05,03,1939-05-03
19390504,-0.11,0.49,-0.23,0,1939,05,04,1939-05-04
19390505,-0.32,-0.11,-0.53,0,1939,05,05,1939-05-05
19390506,0.25,0.22,0.38,0,1939,05,06,1939-05-06
19390508,-0.25,-0.14,-0.11,0,1939,05,08,1939-05-08
19390509,1.65,-0.14,0.8,0,1939,05,09,1939-05-09
19390510,-0.57,0.94,-0.57,0,1939,05,10,1939-05-10
19390511,0.03,-0.3,-0.32,0,1939,05,11,1939-05-11
19390512,-0.49,0.22,0.04,0,1939,05,12,1939-05-12
19390513,0.17,-0.09,-0.48,0,1939,05,13,1939-05-13
19390515,0.18,-0.1,-0.2,0,1939,05,15,1939-05-15
19390516,-2.16,0.1,-0.97,0,1939,05,16,1939-05-16
19390517,-0.69,-0.31,-0.33,0,1939,05,17,1939-05-17
19390518,0.25,0.02,-0.42,0,1939,05,18,1939-05-18
19390519,0.79,0.01,0.36,0,1939,05,19,1939-05-19
19390520,0.66,-0.05,0.64,0,1939,05,20,1939-05-20
19390522,0.81,-0.8,0.02,0,1939,05,22,1939-05-22
19390523,-0.4,0.75,-0.62,0,1939,05,23,1939-05-23
19390524,2.39,-0.25,1.29,0,1939,05,24,1939-05-24
19390525,0.29,0.69,-0.19,0,1939,05,25,1939-05-25
19390526,0.4,-0.04,0.06,0,1939,05,26,1939-05-26
19390527,0.52,0.1,1.14,0,1939,05,27,1939-05-27
19390529,0.72,0.06,0.05,0,1939,05,29,1939-05-29
19390531,-0.24,0.29,-0.05,0,1939,05,31,1939-05-31
19390601,-1.32,-0.24,-0.87,0,1939,06,01,1939-06-01
19390602,0.48,0.11,-0.27,0,1939,06,02,1939-06-02
19390603,0.23,0.34,0,0,1939,06,03,1939-06-03
19390605,-0.04,-0.12,-0.1,0,1939,06,05,1939-06-05
19390606,1.08,-0.26,0.49,0,1939,06,06,1939-06-06
19390607,0.27,0.23,-0.78,0,1939,06,07,1939-06-07
19390608,-0.19,0.05,-0.1,0,1939,06,08,1939-06-08
19390609,1.15,0.12,-0.22,0,1939,06,09,1939-06-09
19390610,-0.04,0.18,-0.16,0,1939,06,10,1939-06-10
19390612,-0.85,-0.08,-0.5,0,1939,06,12,1939-06-12
19390613,-0.58,-0.68,-0.07,0,1939,06,13,1939-06-13
19390614,-0.49,0.15,-0.47,0,1939,06,14,1939-06-14
19390615,-1.92,0.58,-0.86,0,1939,06,15,1939-06-15
19390616,0.04,0,-0.22,0,1939,06,16,1939-06-16
19390617,0.53,0.09,0.31,0,1939,06,17,1939-06-17
19390619,0.72,-0.26,-0.04,0,1939,06,19,1939-06-19
19390620,0.84,-0.13,0.29,0,1939,06,20,1939-06-20
19390621,0.03,0.37,-0.23,0,1939,06,21,1939-06-21
19390622,-0.39,0.1,-0.59,0,1939,06,22,1939-06-22
19390623,0.23,0.24,0.39,0,1939,06,23,1939-06-23
19390624,-0.11,0.42,0.2,0,1939,06,24,1939-06-24
19390626,-1.77,-0.48,-0.82,0,1939,06,26,1939-06-26
19390627,0.24,-0.48,0.49,0,1939,06,27,1939-06-27
19390628,-1.62,0.16,-0.91,0,1939,06,28,1939-06-28
19390629,-2.36,-0.62,-0.9,0,1939,06,29,1939-06-29
19390630,0.43,-0.85,0.19,0,1939,06,30,1939-06-30
19390701,0.96,-0.02,0.38,0,1939,07,01,1939-07-01
19390703,0.37,0.34,0.1,0,1939,07,03,1939-07-03
19390705,1.42,-0.68,0.05,0,1939,07,05,1939-07-05
19390706,0.21,0.31,-0.14,0,1939,07,06,1939-07-06
19390707,-0.3,0.04,-0.02,0,1939,07,07,1939-07-07
19390708,-0.01,-0.01,-0.29,0,1939,07,08,1939-07-08
19390710,0.33,-0.25,-0.25,0,1939,07,10,1939-07-10
19390711,0.97,-0.13,0.71,0,1939,07,11,1939-07-11
19390712,1.74,0.7,-0.47,0,1939,07,12,1939-07-12
19390713,0.69,1.4,-0.23,0,1939,07,13,1939-07-13
19390714,-0.49,-0.18,-0.19,0,1939,07,14,1939-07-14
19390715,0.23,-0.33,0.21,0,1939,07,15,1939-07-15
19390717,3.57,0.68,0.48,0,1939,07,17,1939-07-17
19390718,0.73,1.57,0.24,0,1939,07,18,1939-07-18
19390719,-0.95,0.37,-0.64,0,1939,07,19,1939-07-19
19390720,-1.08,-0.3,-0.09,0,1939,07,20,1939-07-20
19390721,1.71,0.4,0.73,0,1939,07,21,1939-07-21
19390722,1.07,0.03,0.69,0,1939,07,22,1939-07-22
19390724,-0.63,0.39,-0.07,0,1939,07,24,1939-07-24
19390725,-0.41,0.24,-0.14,0,1939,07,25,1939-07-25
19390726,0.57,-0.87,-0.3,0,1939,07,26,1939-07-26
19390727,0.15,0.21,0.6,0,1939,07,27,1939-07-27
19390728,-0.3,0.47,-0.96,0,1939,07,28,1939-07-28
19390729,-0.24,-0.45,-0.02,0,1939,07,29,1939-07-29
19390731,-0.43,-0.03,-0.27,0,1939,07,31,1939-07-31
19390801,0.06,-0.37,-0.02,0,1939,08,01,1939-08-01
19390802,0.86,0.01,0.45,0,1939,08,02,1939-08-02
19390803,-0.18,0.59,0.03,0,1939,08,03,1939-08-03
19390804,-1.75,-1.05,-0.45,0,1939,08,04,1939-08-04
19390805,0.45,0.21,0.15,0,1939,08,05,1939-08-05
19390807,-1,-0.42,-0.38,0,1939,08,07,1939-08-07
19390808,0.22,0.01,0.07,0,1939,08,08,1939-08-08
19390809,-0.69,-0.37,-0.15,0,1939,08,09,1939-08-09
19390810,-1.68,-0.36,-0.75,0,1939,08,10,1939-08-10
19390811,0.03,0.05,0.11,0,1939,08,11,1939-08-11
19390812,0.89,0.07,0.62,0,1939,08,12,1939-08-12
19390814,0.89,0.24,-0.6,0,1939,08,14,1939-08-14
19390815,0.93,0.15,-0.12,0,1939,08,15,1939-08-15
19390816,-2.11,-1.08,-0.04,0,1939,08,16,1939-08-16
19390817,-0.26,-0.42,0.1,0,1939,08,17,1939-08-17
19390818,-1.8,-0.77,-0.41,0,1939,08,18,1939-08-18
19390819,-0.37,0.02,0.05,0,1939,08,19,1939-08-19
19390821,-2.04,-1.66,-0.15,0,1939,08,21,1939-08-21
19390822,1.55,0.54,-0.58,0,1939,08,22,1939-08-22
19390823,-2.69,-0.92,0.23,0,1939,08,23,1939-08-23
19390824,-0.51,-1.6,-0.17,0,1939,08,24,1939-08-24
19390825,1.98,0.39,-0.14,0,1939,08,25,1939-08-25
19390826,2.18,0.87,0.59,0,1939,08,26,1939-08-26
19390828,-1.76,0.32,-1.1,0,1939,08,28,1939-08-28
19390829,2.14,0.83,0.44,0,1939,08,29,1939-08-29
19390830,-0.48,0.4,0.06,0,1939,08,30,1939-08-30
19390831,-1.5,-0.51,-0.43,0,1939,08,31,1939-08-31
19390901,0.44,-0.03,0.38,0,1939,09,01,1939-09-01
19390902,2.14,4.52,0.85,0,1939,09,02,1939-09-02
19390905,8.79,8.08,8.43,0,1939,09,05,1939-09-05
19390906,-0.62,-0.71,0.79,0,1939,09,06,1939-09-06
19390907,0.29,0.37,-0.46,0,1939,09,07,1939-09-07
19390908,1.97,0.97,1.73,0,1939,09,08,1939-09-08
19390909,0.41,1.18,0.39,0,1939,09,09,1939-09-09
19390911,2.27,2.36,1.85,0,1939,09,11,1939-09-11
19390912,0.62,-1.02,1.43,0,1939,09,12,1939-09-12
19390913,-0.78,0.57,0.01,0,1939,09,13,1939-09-13
19390914,0.21,0.22,-0.68,0,1939,09,14,1939-09-14
19390915,-0.09,-0.32,-0.06,0,1939,09,15,1939-09-15
19390916,-1.1,-0.78,-0.08,0,1939,09,16,1939-09-16
19390918,-3.11,-1.29,-2.39,0,1939,09,18,1939-09-18
19390919,3.35,1.53,1.75,0,1939,09,19,1939-09-19
19390920,0.1,0.69,0.65,0,1939,09,20,1939-09-20
19390921,0.82,0.53,0.88,0,1939,09,21,1939-09-21
19390922,-0.46,0.1,0.35,0,1939,09,22,1939-09-22
19390923,0.42,-0.15,0.15,0,1939,09,23,1939-09-23
19390925,-0.09,0.64,0.38,0,1939,09,25,1939-09-25
19390926,0.89,-0.17,1.8,0,1939,09,26,1939-09-26
19390927,-0.03,-0.06,0.39,0,1939,09,27,1939-09-27
19390928,-1.35,-0.28,-0.37,0,1939,09,28,1939-09-28
19390929,-0.83,-1.25,-1.06,0,1939,09,29,1939-09-29
19390930,1.94,1.27,1.14,0,1939,09,30,1939-09-30
19391002,-0.88,-0.22,-0.21,0,1939,10,02,1939-10-02
19391003,-0.96,-0.66,-1.32,0,1939,10,03,1939-10-03
19391004,-0.04,-0.91,-0.25,0,1939,10,04,1939-10-04
19391005,0.35,0.81,-0.46,0,1939,10,05,1939-10-05
19391006,-0.09,0.27,0.53,0,1939,10,06,1939-10-06
19391007,-0.82,-0.96,-0.68,0,1939,10,07,1939-10-07
19391009,0.2,-0.3,-0.68,0,1939,10,09,1939-10-09
19391010,0.46,0.8,0.17,0,1939,10,10,1939-10-10
19391011,0.5,-0.6,0.31,0,1939,10,11,1939-10-11
19391013,-0.5,0.47,-0.47,0,1939,10,13,1939-10-13
19391014,-0.2,-0.53,0.16,0,1939,10,14,1939-10-14
19391016,0.23,-0.12,-0.37,0,1939,10,16,1939-10-16
19391017,2.61,1.88,1.16,0,1939,10,17,1939-10-17
19391018,-0.4,0.16,-0.52,0,1939,10,18,1939-10-18
19391019,-0.06,-0.09,-0.71,0,1939,10,19,1939-10-19
19391020,-0.41,-0.51,-0.31,0,1939,10,20,1939-10-20
19391021,0.67,0.3,0.06,0,1939,10,21,1939-10-21
19391023,-0.19,0.1,-0.08,0,1939,10,23,1939-10-23
19391024,0.29,0.35,-0.82,0,1939,10,24,1939-10-24
19391025,1.06,0.91,0.63,0,1939,10,25,1939-10-25
19391026,-0.66,0.05,-0.27,0,1939,10,26,1939-10-26
19391027,-0.38,-0.56,0.03,0,1939,10,27,1939-10-27
19391028,-0.25,0.31,-0.43,0,1939,10,28,1939-10-28
19391030,-0.13,-0.26,-0.11,0,1939,10,30,1939-10-30
19391031,-0.88,-0.6,-0.28,0,1939,10,31,1939-10-31
19391101,-0.08,-0.55,-0.26,0,1939,11,01,1939-11-01
19391102,0.11,0.46,-0.46,0,1939,11,02,1939-11-02
19391103,0.86,0.64,-0.13,0,1939,11,03,1939-11-03
19391104,-0.16,1.47,-0.46,0,1939,11,04,1939-11-04
19391106,-0.6,-0.85,-0.5,0,1939,11,06,1939-11-06
19391108,-0.71,-0.86,-0.43,0,1939,11,08,1939-11-08
19391109,-1.12,-1.08,-0.41,0,1939,11,09,1939-11-09
19391110,0.28,-0.16,-0.84,0,1939,11,10,1939-11-10
19391113,0.02,0.27,-0.14,0,1939,11,13,1939-11-13
19391114,0.61,-0.41,0.41,0,1939,11,14,1939-11-14
19391115,-0.21,0.05,-0.36,0,1939,11,15,1939-11-15
19391116,1.1,0.04,0.07,0,1939,11,16,1939-11-16
19391117,-0.29,0,0.12,0,1939,11,17,1939-11-17
19391118,0.34,-0.35,-0.44,0,1939,11,18,1939-11-18
19391120,0.05,-0.04,0.06,0,1939,11,20,1939-11-20
19391121,-0.63,-0.28,-0.46,0,1939,11,21,1939-11-21
19391122,-0.13,-0.38,-0.6,0,1939,11,22,1939-11-22
19391124,-1.11,-0.57,-0.39,0,1939,11,24,1939-11-24
19391125,0.04,-0.54,-0.04,0,1939,11,25,1939-11-25
19391127,0.08,0.13,-0.8,0,1939,11,27,1939-11-27
19391128,-0.16,-0.24,-0.23,0,1939,11,28,1939-11-28
19391129,-1.08,-0.67,-0.56,0,1939,11,29,1939-11-29
19391130,-0.9,-1.46,-0.21,0,1939,11,30,1939-11-30
19391201,0.73,0.67,0.03,0,1939,12,01,1939-12-01
19391202,0.11,0.62,0.03,0,1939,12,02,1939-12-02
19391204,-0.11,-0.29,-0.68,0,1939,12,04,1939-12-04
19391205,0.1,-0.21,-0.23,0,1939,12,05,1939-12-05
19391206,1.41,0.84,-0.01,0,1939,12,06,1939-12-06
19391207,0.29,0.74,-0.44,0,1939,12,07,1939-12-07
19391208,-0.65,-0.2,-0.1,0,1939,12,08,1939-12-08
19391209,-0.06,0.17,-0.37,0,1939,12,09,1939-12-09
19391211,-0.83,-0.43,-0.83,0,1939,12,11,1939-12-11
19391212,-0.23,-0.58,-0.22,0,1939,12,12,1939-12-12
19391213,1.32,0.61,1.17,0,1939,12,13,1939-12-13
19391214,-0.07,0.15,-0.99,0,1939,12,14,1939-12-14
19391215,0.09,-0.48,-0.35,0,1939,12,15,1939-12-15
19391216,-0.07,-0.1,0.41,0,1939,12,16,1939-12-16
19391218,-0.17,0.09,-0.43,0,1939,12,18,1939-12-18
19391219,-0.26,-0.26,-1.04,0,1939,12,19,1939-12-19
19391220,0.31,-0.37,-0.01,0,1939,12,20,1939-12-20
19391221,0.03,0.05,-0.38,0,1939,12,21,1939-12-21
19391222,0.34,-0.61,0.15,0,1939,12,22,1939-12-22
19391223,0.1,0.26,0.15,0,1939,12,23,1939-12-23
19391226,-0.39,-0.22,-0.85,0,1939,12,26,1939-12-26
19391227,-0.63,-0.71,-0.01,0,1939,12,27,1939-12-27
19391228,0.87,0.74,0.85,0,1939,12,28,1939-12-28
19391229,0.58,0.18,-0.24,0,1939,12,29,1939-12-29
19391230,0.22,0.24,0.47,0,1939,12,30,1939-12-30
19400102,1.07,0.99,0.8,0,1940,01,02,1940-01-02
19400103,1.15,0.87,1.07,0,1940,01,03,1940-01-03
19400104,-0.28,0.18,-0.15,0,1940,01,04,1940-01-04
19400105,-0.52,-0.13,-0.46,0,1940,01,05,1940-01-05
19400106,-0.08,0.31,0.19,0,1940,01,06,1940-01-06
19400108,0.11,0.25,-0.06,0,1940,01,08,1940-01-08
19400109,-0.87,-0.4,-0.66,0,1940,01,09,1940-01-09
19400110,0.15,0.19,0.47,0,1940,01,10,1940-01-10
19400111,-1.34,-0.8,-0.09,0,1940,01,11,1940-01-11
19400112,-1.62,-0.74,-0.32,0,1940,01,12,1940-01-12
19400113,-0.36,-0.2,-0.28,0,1940,01,13,1940-01-13
19400115,-0.39,-0.7,0.27,0,1940,01,15,1940-01-15
19400116,0.65,0.28,-0.2,0,1940,01,16,1940-01-16
19400117,0.21,0.18,-0.03,0,1940,01,17,1940-01-17
19400118,-0.24,-0.44,-0.37,0,1940,01,18,1940-01-18
19400119,0.21,-0.2,-0.7,0,1940,01,19,1940-01-19
19400120,-0.08,0.12,0.36,0,1940,01,20,1940-01-20
19400122,-0.3,-0.07,-0.13,0,1940,01,22,1940-01-22
19400123,0.19,-0.12,-0.54,0,1940,01,23,1940-01-23
19400124,1.17,0.29,0.48,0,1940,01,24,1940-01-24
19400125,-0.42,0.71,-0.22,0,1940,01,25,1940-01-25
19400126,0.01,0.3,-0.78,0,1940,01,26,1940-01-26
19400127,-0.1,0.15,0.83,0,1940,01,27,1940-01-27
19400129,-0.09,-0.05,-0.02,0,1940,01,29,1940-01-29
19400130,-0.41,-0.34,0,0,1940,01,30,1940-01-30
19400131,-0.22,-0.28,-0.19,0,1940,01,31,1940-01-31
19400201,-0.05,0.13,0.03,0,1940,02,01,1940-02-01
19400202,0.15,0.49,-0.43,0,1940,02,02,1940-02-02
19400203,0.24,-0.1,0.12,0,1940,02,03,1940-02-03
19400205,-0.38,-0.04,-0.1,0,1940,02,05,1940-02-05
19400206,0.64,-0.17,0.23,0,1940,02,06,1940-02-06
19400207,0.44,0.06,-0.12,0,1940,02,07,1940-02-07
19400208,1.13,0.84,0.82,0,1940,02,08,1940-02-08
19400209,0.25,0.61,0.09,0,1940,02,09,1940-02-09
19400210,-0.18,-0.62,-0.22,0,1940,02,10,1940-02-10
19400213,-0.1,-0.18,-0.56,0,1940,02,13,1940-02-13
19400214,-0.14,-0.07,-0.24,0,1940,02,14,1940-02-14
19400215,0.11,0.53,-0.18,0,1940,02,15,1940-02-15
19400216,0.04,0.31,0.39,0,1940,02,16,1940-02-16
19400217,0.29,0.56,0.35,0,1940,02,17,1940-02-17
19400219,-0.16,-0.04,0,0,1940,02,19,1940-02-19
19400220,0.32,-0.14,-0.24,0,1940,02,20,1940-02-20
19400221,-0.08,0.75,0.15,0,1940,02,21,1940-02-21
19400223,-0.48,-0.1,-0.15,0,1940,02,23,1940-02-23
19400224,-0.49,-0.31,-0.37,0,1940,02,24,1940-02-24
19400226,-0.06,-0.58,-0.06,0,1940,02,26,1940-02-26
19400227,-0.15,-0.12,0.44,0,1940,02,27,1940-02-27
19400228,0.13,0.39,-0.43,0,1940,02,28,1940-02-28
19400229,-0.02,0.29,0.21,0,1940,02,29,1940-02-29
19400301,-0.3,-0.1,-0.08,0,1940,03,01,1940-03-01
19400302,0.01,0.13,-0.06,0,1940,03,02,1940-03-02
19400304,0.23,-0.03,0.08,0,1940,03,04,1940-03-04
19400305,0.36,0.31,-0.28,0,1940,03,05,1940-03-05
19400306,0.7,0.63,0.22,0,1940,03,06,1940-03-06
19400307,0.26,0.24,-0.42,0,1940,03,07,1940-03-07
19400308,-0.19,0.27,-0.26,0,1940,03,08,1940-03-08
19400309,0.03,-0.25,0.26,0,1940,03,09,1940-03-09
19400311,0.16,0,-0.16,0,1940,03,11,1940-03-11
19400312,0.03,-0.52,0.21,0,1940,03,12,1940-03-12
19400313,-0.14,-0.23,-0.3,0,1940,03,13,1940-03-13
19400314,-0.07,-0.09,-0.55,0,1940,03,14,1940-03-14
19400315,-1.19,-0.82,0.01,0,1940,03,15,1940-03-15
19400316,-0.48,-0.93,0.02,0,1940,03,16,1940-03-16
19400318,-0.06,-0.15,-0.32,0,1940,03,18,1940-03-18
19400319,0.68,0.53,-0.18,0,1940,03,19,1940-03-19
19400320,0.58,1.16,0.02,0,1940,03,20,1940-03-20
19400321,-0.03,0.34,0.11,0,1940,03,21,1940-03-21
19400323,-0.01,0.31,-0.08,0,1940,03,23,1940-03-23
19400325,-0.2,-0.6,-0.09,0,1940,03,25,1940-03-25
19400326,-0.22,-0.03,-0.08,0,1940,03,26,1940-03-26
19400327,1.27,1.11,0.25,0,1940,03,27,1940-03-27
19400328,-0.15,0.3,-0.23,0,1940,03,28,1940-03-28
19400329,0.37,-0.67,0.14,0,1940,03,29,1940-03-29
19400330,0.44,0.39,0.52,0,1940,03,30,1940-03-30
19400401,-0.16,0.12,-0.35,0,1940,04,01,1940-04-01
19400402,0.25,-0.06,-0.03,0,1940,04,02,1940-04-02
19400403,1.36,0.83,1.36,0,1940,04,03,1940-04-03
19400404,0.71,0.22,0.83,0,1940,04,04,1940-04-04
19400405,-0.28,-0.09,0.04,0,1940,04,05,1940-04-05
19400406,0.6,0.19,0.32,0,1940,04,06,1940-04-06
19400408,0.11,0.36,0.15,0,1940,04,08,1940-04-08
19400409,-0.75,0.7,-0.7,0,1940,04,09,1940-04-09
19400410,-0.6,-0.3,0.16,0,1940,04,10,1940-04-10
19400411,0.24,0.23,0.23,0,1940,04,11,1940-04-11
19400412,-0.62,-0.01,-0.64,0,1940,04,12,1940-04-12
19400413,0.18,0.25,-0.59,0,1940,04,13,1940-04-13
19400415,0.09,1.03,0.02,0,1940,04,15,1940-04-15
19400416,-1.2,-0.78,-0.34,0,1940,04,16,1940-04-16
19400417,0.26,0.61,0.01,0,1940,04,17,1940-04-17
19400418,-0.74,-0.29,0.23,0,1940,04,18,1940-04-18
19400419,-0.1,-0.14,-0.37,0,1940,04,19,1940-04-19
19400420,0.63,1.02,0.34,0,1940,04,20,1940-04-20
19400422,0.24,0.24,0.03,0,1940,04,22,1940-04-22
19400423,0.52,0.39,-0.03,0,1940,04,23,1940-04-23
19400424,-0.33,-0.11,-0.03,0,1940,04,24,1940-04-24
19400425,0.08,0.14,0.1,0,1940,04,25,1940-04-25
19400426,-0.69,-0.81,-0.25,0,1940,04,26,1940-04-26
19400427,0.14,0.42,-0.3,0,1940,04,27,1940-04-27
19400429,0.23,0.19,0.1,0,1940,04,29,1940-04-29
19400430,0.1,-0.42,-0.34,0,1940,04,30,1940-04-30
19400501,-1.05,-0.56,-0.51,-0.001,1940,05,01,1940-05-01
19400502,0.47,0.44,0.16,-0.001,1940,05,02,1940-05-02
19400503,0.1,0.05,-0.38,-0.001,1940,05,03,1940-05-03
19400504,-0.18,-0.33,0.3,-0.001,1940,05,04,1940-05-04
19400506,-0.11,-0.17,-0.16,-0.001,1940,05,06,1940-05-06
19400507,0.14,-0.18,-0.08,-0.001,1940,05,07,1940-05-07
19400508,0.09,-0.05,0.26,-0.001,1940,05,08,1940-05-08
19400509,0.23,0.05,0.44,-0.001,1940,05,09,1940-05-09
19400510,-2.55,-1.18,-0.54,-0.001,1940,05,10,1940-05-10
19400511,0.11,0.14,0.18,-0.001,1940,05,11,1940-05-11
19400513,-5.58,-3.97,-1.37,-0.001,1940,05,13,1940-05-13
19400514,-7.21,-3.37,-0.28,-0.001,1940,05,14,1940-05-14
19400515,0.46,-1.87,-3.21,-0.001,1940,05,15,1940-05-15
19400516,1.49,3.76,0.47,-0.001,1940,05,16,1940-05-16
19400517,-4.4,-1.62,0.03,-0.001,1940,05,17,1940-05-17
19400518,-1.94,-0.4,-2.19,-0.001,1940,05,18,1940-05-18
19400520,0.48,1.79,1.22,-0.001,1940,05,20,1940-05-20
19400521,-6.99,-5.14,-1.03,-0.001,1940,05,21,1940-05-21
19400522,0.17,2.05,0,-0.001,1940,05,22,1940-05-22
19400523,0.32,-0.34,1.3,-0.001,1940,05,23,1940-05-23
19400524,-0.2,0.87,0.7,-0.001,1940,05,24,1940-05-24
19400525,1.17,1.45,0.21,-0.001,1940,05,25,1940-05-25
19400527,1.72,1.35,0.45,-0.001,1940,05,27,1940-05-27
19400528,-2.4,-2.07,-0.58,-0.001,1940,05,28,1940-05-28
19400529,1.35,1.59,1.07,-0.001,1940,05,29,1940-05-29
19400531,0.42,0.5,-1.12,-0.001,1940,05,31,1940-05-31
19400601,-0.29,0.03,0.25,0,1940,06,01,1940-06-01
19400603,-1.06,-0.06,0.42,0,1940,06,03,1940-06-03
19400604,0.96,0.11,-0.04,0,1940,06,04,1940-06-04
19400605,-1.67,-0.91,-0.41,0,1940,06,05,1940-06-05
19400606,1.1,0.16,-0.45,0,1940,06,06,1940-06-06
19400607,1.06,0.4,1.06,0,1940,06,07,1940-06-07
19400608,-0.17,0.02,-0.35,0,1940,06,08,1940-06-08
19400610,-2.94,-0.97,1.09,0,1940,06,10,1940-06-10
19400611,3.8,1.17,-1.3,0,1940,06,11,1940-06-11
19400612,4.81,1.33,1.66,0,1940,06,12,1940-06-12
19400613,-1.63,-0.34,-1.12,0,1940,06,13,1940-06-13
19400614,1.87,0.51,0.23,0,1940,06,14,1940-06-14
19400615,0.84,0.06,0.7,0,1940,06,15,1940-06-15
19400617,-0.66,-1.78,-0.99,0,1940,06,17,1940-06-17
19400618,0.58,1,1.34,0,1940,06,18,1940-06-18
19400619,0.35,-0.79,-0.34,0,1940,06,19,1940-06-19
19400620,-0.7,0.1,0.47,0,1940,06,20,1940-06-20
19400621,0.02,-0.03,0.24,0,1940,06,21,1940-06-21
19400622,0.44,-0.3,0.52,0,1940,06,22,1940-06-22
19400624,0.82,-0.7,0.16,0,1940,06,24,1940-06-24
19400625,-2.36,-0.39,0.44,0,1940,06,25,1940-06-25
19400626,-0.66,-1.09,-0.1,0,1940,06,26,1940-06-26
19400627,1.06,0.24,0.75,0,1940,06,27,1940-06-27
19400628,1.29,0.63,0.46,0,1940,06,28,1940-06-28
19400629,-0.07,-0.06,-0.27,0,1940,06,29,1940-06-29
19400701,-0.59,0.2,0.09,0,1940,07,01,1940-07-01
19400702,-0.15,0.17,-0.24,0,1940,07,02,1940-07-02
19400703,0.2,0.06,-0.03,0,1940,07,03,1940-07-03
19400705,0.48,0.27,-0.12,0,1940,07,05,1940-07-05
19400706,0.22,-0.36,0.83,0,1940,07,06,1940-07-06
19400708,-0.2,-0.12,-0.47,0,1940,07,08,1940-07-08
19400709,-0.17,-0.24,0.52,0,1940,07,09,1940-07-09
19400710,0.05,-0.01,0.03,0,1940,07,10,1940-07-10
19400711,0.07,0.21,-0.01,0,1940,07,11,1940-07-11
19400712,-0.08,0.06,-0.47,0,1940,07,12,1940-07-12
19400713,0.06,0.06,0.19,0,1940,07,13,1940-07-13
19400715,0.33,0.13,-0.25,0,1940,07,15,1940-07-15
19400716,0.99,0.35,0.1,0,1940,07,16,1940-07-16
19400717,-0.22,0.32,-0.65,0,1940,07,17,1940-07-17
19400718,0.13,-0.31,-0.22,0,1940,07,18,1940-07-18
19400719,-0.64,0.43,0.01,0,1940,07,19,1940-07-19
19400720,-0.21,0.07,-0.14,0,1940,07,20,1940-07-20
19400722,-0.05,-0.17,0.3,0,1940,07,22,1940-07-22
19400723,0.07,-0.42,0.04,0,1940,07,23,1940-07-23
19400724,-0.44,0.07,0.01,0,1940,07,24,1940-07-24
19400725,0.06,-0.21,-0.14,0,1940,07,25,1940-07-25
19400726,0.37,-0.08,0.14,0,1940,07,26,1940-07-26
19400727,0.19,0.24,-0.15,0,1940,07,27,1940-07-27
19400729,0.53,-0.59,0.18,0,1940,07,29,1940-07-29
19400730,2.2,0.19,0.39,0,1940,07,30,1940-07-30
19400731,-0.05,0.66,-0.63,0,1940,07,31,1940-07-31
19400801,-0.1,0.16,-0.51,0,1940,08,01,1940-08-01
19400802,0.02,-0.06,-0.1,0,1940,08,02,1940-08-02
19400803,0.08,0.08,0.23,0,1940,08,03,1940-08-03
19400805,-0.12,-0.21,-0.44,0,1940,08,05,1940-08-05
19400806,-0.75,0,0.25,0,1940,08,06,1940-08-06
19400807,-0.16,-0.26,0.03,0,1940,08,07,1940-08-07
19400808,0.13,-0.02,-0.46,0,1940,08,08,1940-08-08
19400809,0.64,-0.25,0.26,0,1940,08,09,1940-08-09
19400810,0.58,-0.13,0,0,1940,08,10,1940-08-10
19400812,0.2,-0.67,0.02,0,1940,08,12,1940-08-12
19400813,-3.16,0.4,-0.69,0,1940,08,13,1940-08-13
19400814,-0.37,-0.01,0.12,0,1940,08,14,1940-08-14
19400815,0.6,0.23,-0.17,0,1940,08,15,1940-08-15
19400816,-1.41,-0.03,0.23,0,1940,08,16,1940-08-16
19400817,0.71,-0.15,0.15,0,1940,08,17,1940-08-17
19400819,0.02,-0.01,-0.17,0,1940,08,19,1940-08-19
19400820,0.97,-0.67,0.29,0,1940,08,20,1940-08-20
19400821,1.37,0.15,-0.27,0,1940,08,21,1940-08-21
19400822,0.83,0.41,0.04,0,1940,08,22,1940-08-22
19400823,-1.07,0.07,-0.46,0,1940,08,23,1940-08-23
