Date,Returns
14/02/2000,-0.055076279
15/02/2000,0.075842662
16/02/2000,0.086161883
17/02/2000,-0.000600992
18/02/2000,0.013830518
22/02/2000,-0.039145877
23/02/2000,-0.002469197
24/02/2000,-0.047648484
25/02/2000,-0.03183892
28/02/2000,-0.020134162
29/02/2000,-0.013698698
01/03/2000,0.018750035
02/03/2000,0.000681697
03/03/2000,0.000681131
06/03/2000,-0.016337611
07/03/2000,0.003460208
08/03/2000,-0.007586172
09/03/2000,-0.027102188
10/03/2000,-0.021428571
13/03/2000,0.086131387
14/03/2000,-0.022177419
15/03/2000,0.117525773
16/03/2000,0.046740498
17/03/2000,-0.001175117
20/03/2000,-0.012941147
21/03/2000,0.068533967
22/03/2000,0.005577245
23/03/2000,-0.016084331
24/03/2000,0.014092446
27/03/2000,-0.049471901
28/03/2000,-0.025146227
29/03/2000,0
30/03/2000,0.043191332
31/03/2000,0.046578581
03/04/2000,-0.035714394
04/04/2000,0.03076929
05/04/2000,0.016030901
06/04/2000,0.013601742
07/04/2000,-0.011808857
10/04/2000,-0.010863715
11/04/2000,-0.009335421
12/04/2000,0.037139577
13/04/2000,0.010155025
14/04/2000,-0.02328045
17/04/2000,0.007042308
18/04/2000,0.013986041
19/04/2000,-0.002652599
20/04/2000,0.018085134
24/04/2000,0.013584117
25/04/2000,0.006185619
26/04/2000,-0.013831992
27/04/2000,-0.002597351
28/04/2000,-0.002083385
01/05/2000,-0.030793346
02/05/2000,-0.058158295
03/05/2000,-0.002286964
04/05/2000,0.017764985
05/05/2000,0.010135163
08/05/2000,0.005016722
09/05/2000,-0.0183028
10/05/2000,-0.010169519
11/05/2000,0.011415468
12/05/2000,0.000564334
15/05/2000,0.06598985
16/05/2000,0.018518545
17/05/2000,-0.012467532
18/05/2000,-0.001578143
19/05/2000,-0.015806059
22/05/2000,-0.022483966
23/05/2000,-0.016976944
24/05/2000,0.00612805
25/05/2000,0.023255815
26/05/2000,-0.010281304
30/05/2000,0.037178702
31/05/2000,-0.005798577
01/06/2000,0.0275715
02/06/2000,-0.006191899
05/06/2000,0.008307373
06/06/2000,-0.002059784
07/06/2000,0.013415919
08/06/2000,-0.00407332
09/06/2000,-0.003067459
12/06/2000,-0.015384564
13/06/2000,0.006770781
14/06/2000,-0.030522504
15/06/2000,-0.01280683
16/06/2000,-0.011351297
19/06/2000,0.010388108
20/06/2000,0.002705682
21/06/2000,-0.007555369
